section_number,section_title,chunk_count,earliest_created_at,latest_created_at
NVIC 09-97 §5,Guide to Structural Fire Protection — a drainage system constructed of steel must be provided to,25,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §6,Guide to Structural Fire Protection — Bulkhead lining and connection detail,2,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §7,Guide to Structural Fire Protection — An approved fire detection and manual fire alarm system must be installed in all areas.,1,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §8,Guide to Structural Fire Protection — A fire pump and fire main system complying with 46 CFR 181.300-320 for vessels,28,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 09-97 §9,Guide to Structural Fire Protection — Any stanchions supporting normally occupied decks must be steel or insulated to A-,27,2026-04-07 03:29:28.205275+00,2026-04-07 03:29:28.205275+00
NVIC 10-60 §1,"Placards, Forms and Instructions Required to be Posted Aboard Vessels, Alternative Materials and Methods — Purpose. The purpose of this circular is to expand previous policy regarding acceptance of",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-60 §2,"Placards, Forms and Instructions Required to be Posted Aboard Vessels, Alternative Materials and Methods — Circular canceled. Navigation and Vessel Inspection Circular No. 2-54, dated 5 August 1954, is",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-60 §3,"Placards, Forms and Instructions Required to be Posted Aboard Vessels, Alternative Materials and Methods — Discussion. Placards, forms, and instructions in laminated acetate or framed under clear plastic",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-60 §4,"Placards, Forms and Instructions Required to be Posted Aboard Vessels, Alternative Materials and Methods — Action. The following policy will be followed in accepting placards, forms instructions required to",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-60 §5,"Placards, Forms and Instructions Required to be Posted Aboard Vessels, Alternative Materials and Methods — Effective date. Upon receipt.",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-65 §1,Stability Determination Capsizing Cases Involving Uninspected Vessels — Purpose. This circular calls attention to the particular desirability of determining the stability,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-65 §2,Stability Determination Capsizing Cases Involving Uninspected Vessels — Discussion. Recognizing that the stability standards which are applied to vessels are a,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-65 §3,"Stability Determination Capsizing Cases Involving Uninspected Vessels — Action. In capsizing cases, where the vessel is recovered, involving uninspected commercial vessels",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 10-81 §1,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — CRANES.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §10,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — POWER SEMICONDUCTOR RECTIFIER SYSTEMS,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §11,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — ELECTRIC PROPULSION,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §12,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — PANELBOARDS,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §13,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — OVERCURRENT PROTECTION,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §14,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — FUSES,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §15,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — CIRCUIT BREAKERS AND SWITCHES,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §16,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — CURRENT LIMITING DEVICES,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §17,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — BUSWAYS,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §18,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — WIRING MATERIAL AND METHODS,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §19,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — MOTOR CIRCUITS AND PROTECTION,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §2,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — CLASSIFIED LOCATIONS.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §20,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — LIGHTING CIRCUITS,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §21,"Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — APPLIANCES, RECEPTACLES, AND OUTLET BOXES",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §22,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — SHORE CONNECTION BOX,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §23,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — ELECTRIC OIL IMMERSION HEATERS,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §24,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — ELECTRIC AIR HEATING EQUIPMENT,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §25,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — ELEVATORS AND DUMBWAITERS,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §26,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — ELECTRIC POWERED LIFEBOAT WINCHES,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §27,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — WATERTIGHT DOOR SYSTEMS,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §28,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — SUBMERSIBLE MOTOR-DRIVEN BILGE PUMPS,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §29,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — REMOTE STOPPING DEVICES,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §3,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — INDUSTRIAL SYSTEMS.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §30,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — SUCTIONS AND DISCHARGES (APPLIES TO ALL SHELL PENETRATIONS NOT,3,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 10-81 §4,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — HELICOPTER FACILITIES.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §5,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — ACTION. Enclosure (1) is for use by the marine industry and Coast Guard personnel in,11,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §6,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — GENERATOR PROTECTION,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §7,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — BATTERIES AND BATTERY INSTALLATIONS,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §8,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — DATA PLATE,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-81 §9,Coast Guard Certification and Inspection of Certain Categories of Existing Vessels — SWITCHBOARDS,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §1,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — IMPLEMENTATION. The original provisions of this Circular were effective on 1 June 1982. The,4,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §10,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — SMALL PASSENGER VESSELS (SUBCHAPTER T). The inspection and certification of small,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §11,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — CERTIFICATION.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §12,"Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — VESSEL DOCUMENTATION. Although not directly related to inspection, the second proviso of",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §2,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — ADMINISTRATION.,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §3,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — DISCUSSION.,3,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §4,"Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — APPEALS. Appeals are addressed in 46 CFR Part 1, COMDTINST 16710 Series and further",2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §5,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — HULL STRUCTURES.,2,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §6,"Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — IMPLEMENTATION. Remove the original issue of NVIC 10-82 and Enclosures (1) and (2), CH-",3,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §7,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — FIRE PROTECTION.,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §8,"Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — LIFESAVING SYSTEMS. The OCMI will review the types, numbers, and arrangements of all",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-82 §9,Acceptance of Plan Review and Inspection Tasks Performed by the American Bureau of Shipping for New Construction or Major Modifications of U.S. Flag Vessels — SUBDIVISION AND STABILITY. ABS can conduct the complete stability review for certain,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 10-85 §1,Oversight of Technical and Administrative Aspects of Load Line Assignment — PURPOSE. The purpose of this Circular is to describe activities of,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 10-85 §2,Oversight of Technical and Administrative Aspects of Load Line Assignment — DISCUSSION.,2,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 10-85 §3,Oversight of Technical and Administrative Aspects of Load Line Assignment — ACTION. The Commandant (G-MTH) will maintain technical and administrative,2,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 10-86 §1,Equivalence to Minimum Bow Height Requirements for Load Line Assignment — The reduced bow height penalty (E) is developed in terms of the actual longitudinal volumetric,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 10-86 §2,Equivalence to Minimum Bow Height Requirements for Load Line Assignment — The reduced bow height penalty is expressed as follows:,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 10-86 §3,Equivalence to Minimum Bow Height Requirements for Load Line Assignment — Definitions:,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 10-86 §4,Equivalence to Minimum Bow Height Requirements for Load Line Assignment — NOTES:,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 10-86 §5,Equivalence to Minimum Bow Height Requirements for Load Line Assignment — ACTION.,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 10-91 §1,Inspection and Certification of Floating Detention Facilities — GENERAL.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §10,Inspection and Certification of Floating Detention Facilities — ELECTRICAL SYSTEMS.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §11,Inspection and Certification of Floating Detention Facilities — SECURITY SYSTEMS.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §12,Inspection and Certification of Floating Detention Facilities — LIFESAVING EQUIPMENT,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §13,Inspection and Certification of Floating Detention Facilities — STABILITY AND SUBDIVISION.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §14,Inspection and Certification of Floating Detention Facilities — DRYDOCKING.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §15,Inspection and Certification of Floating Detention Facilities — EMERGENCY PLANS AND DRILLS.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §16,Inspection and Certification of Floating Detention Facilities — MANNING.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §2,Inspection and Certification of Floating Detention Facilities — REGULATIONS TO BE APPLIED AND EQUIVALENCIES.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 10-91 §3,Inspection and Certification of Floating Detention Facilities — DISCUSSION.,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
